Season,Year,EditionCountry,AthleteId,Discipline,DisciplineCode,Event,EventBase,EventTeam,Athlete,Country,Result,Medal,Sex,CountryLatitude,CountryLongitude
Summer,1980,URS,9046,Basketball,BAS,Basketball Women,Basketball Women,,Vera Duraskovic,YUG,,BRONZE,Women,0,0
Summer,1980,URS,9047,Basketball,BAS,Basketball Women,Basketball Women,,Zorica Durkovic,YUG,,BRONZE,Women,0,0
Summer,1980,URS,9048,Basketball,BAS,Basketball Women,Basketball Women,,Mirsada Becirspahic,YUG,,BRONZE,Women,0,0
Summer,1980,URS,9049,Basketball,BAS,Basketball Women,Basketball Women,,Mira Bjedo,YUG,,BRONZE,Women,0,0
Summer,1980,URS,9050,Boxing,BOX,Light Flyweight,Light Flyweight,,Shamil Sabirov,URS,,GOLD,,0,0
Summer,1980,URS,9051,Boxing,BOX,Light Flyweight,Light Flyweight,,Hipólito Ramos,CUB,,SILVER,,21.5000,-80.0000
Summer,1980,URS,8271,Boxing,BOX,Light Flyweight,Light Flyweight,,Byong-Uk Li ,PRK,,BRONZE,,40.0000,127.0000
Summer,1980,URS,9052,Boxing,BOX,Light Flyweight,Light Flyweight,,Ivailo Khristov,BUL,,BRONZE,,0,0
Summer,1980,URS,9053,Boxing,BOX,Flyweight,Flyweight,,Petar Lesov,BUL,,GOLD,,0,0
Summer,1980,URS,9054,Boxing,BOX,Flyweight,Flyweight,,Viktor Miroshnichenko,URS,,SILVER,,0,0
Summer,1980,URS,9055,Boxing,BOX,Flyweight,Flyweight,,Hugh Russell,IRL,,BRONZE,,53.0000,-8.0000
Summer,1980,URS,9056,Boxing,BOX,Flyweight,Flyweight,,János Váradi,HUN,,BRONZE,,47.0000,20.0000
Summer,1980,URS,9057,Boxing,BOX,Bantamweight,Bantamweight,,Juan Hernández,CUB,,GOLD,,21.5000,-80.0000
Summer,1980,URS,9058,Boxing,BOX,Bantamweight,Bantamweight,,Bernardo Pinango,VEN,,SILVER,,8.0000,-66.0000
Summer,1980,URS,9059,Boxing,BOX,Bantamweight,Bantamweight,,Michael Anthony,GUY,,BRONZE,,5.0000,-59.0000
Summer,1980,URS,9060,Boxing,BOX,Bantamweight,Bantamweight,,Dumitru Cipere,ROM,,BRONZE,,46.0000,25.0000
Summer,1980,URS,9061,Boxing,BOX,Featherweight,Featherweight,,Rudi Fink,GDR,,GOLD,,0,0
Summer,1980,URS,9062,Boxing,BOX,Featherweight,Featherweight,,Adolfo Horta,CUB,,SILVER,,21.5000,-80.0000
Summer,1980,URS,9063,Boxing,BOX,Featherweight,Featherweight,,Krzysztof Kosedowski,POL,,BRONZE,,52.0000,20.0000
Summer,1980,URS,8279,Boxing,BOX,Featherweight,Featherweight,,Viktor Rybakov,URS,,BRONZE,,0,0
Summer,1980,URS,8281,Boxing,BOX,Lightweight,Lightweight,,Angel Herrera,CUB,,GOLD,,21.5000,-80.0000
Summer,1980,URS,9064,Boxing,BOX,Lightweight,Lightweight,,Viktor Demyanenko,URS,,SILVER,,0,0
Summer,1980,URS,9065,Boxing,BOX,Lightweight,Lightweight,,Kazimierz Adach,POL,,BRONZE,,52.0000,20.0000
Summer,1980,URS,8282,Boxing,BOX,Lightweight,Lightweight,,Richard Nowakowski,GDR,,BRONZE,,0,0
Summer,1980,URS,9066,Boxing,BOX,Light Welterweight,Light Welterweight,,Patrizio Oliva,ITA,,GOLD,,42.8333,12.8333
Summer,1980,URS,9067,Boxing,BOX,Light Welterweight,Light Welterweight,,Serik Konakbayev,URS,,SILVER,,0,0
Summer,1980,URS,9068,Boxing,BOX,Light Welterweight,Light Welterweight,,José Aguilar,CUB,,BRONZE,,21.5000,-80.0000
Summer,1980,URS,9069,Boxing,BOX,Light Welterweight,Light Welterweight,,Anthony Willis,GBR,,BRONZE,,54.0000,-2.0000
Summer,1980,URS,8290,Boxing,BOX,Welterweight,Welterweight,,Andrés Aldama,CUB,,GOLD,,21.5000,-80.0000
Summer,1980,URS,9070,Boxing,BOX,Welterweight,Welterweight,,John Mugabi,UGA,,SILVER,,1.0000,32.0000
Summer,1980,URS,9071,Boxing,BOX,Welterweight,Welterweight,,Karl-Heinz Krüger,GDR,,BRONZE,,0,0
Summer,1980,URS,8292,Boxing,BOX,Welterweight,Welterweight,,Kazimierz Szczerba,POL,,BRONZE,,52.0000,20.0000
Summer,1980,URS,9072,Boxing,BOX,Light Middleweight,Light Middleweight,,Armando Martinez,CUB,,GOLD,,21.5000,-80.0000
Summer,1980,URS,9073,Boxing,BOX,Light Middleweight,Light Middleweight,,Aleksandr Koshkin,URS,,SILVER,,0,0
Summer,1980,URS,9074,Boxing,BOX,Light Middleweight,Light Middleweight,,Ján Franek,CZE,,BRONZE,,49.7500,15.5000
Summer,1980,URS,9075,Boxing,BOX,Light Middleweight,Light Middleweight,,Detlef Kästner,GDR,,BRONZE,,0,0
Summer,1980,URS,9076,Boxing,BOX,Middleweight,Middleweight,,José Gómez,CUB,,GOLD,,21.5000,-80.0000
Summer,1980,URS,8299,Boxing,BOX,Middleweight,Middleweight,,Viktor Savchenko,URS,,SILVER,,0,0
Summer,1980,URS,9077,Boxing,BOX,Middleweight,Middleweight,,Valentin Silaghi,ROM,,BRONZE,,46.0000,25.0000
Summer,1980,URS,8297,Boxing,BOX,Middleweight,Middleweight,,Jerzy Rybicki,POL,,BRONZE,,52.0000,20.0000
Summer,1980,URS,9078,Boxing,BOX,Light Heavyweight,Light Heavyweight,,Slobodan Kacar,YUG,,GOLD,,0,0
Summer,1980,URS,9079,Boxing,BOX,Light Heavyweight,Light Heavyweight,,Pawel Skrzecz,POL,,SILVER,,52.0000,20.0000
Summer,1980,URS,9080,Boxing,BOX,Light Heavyweight,Light Heavyweight,,Ricardo Rojas,CUB,,BRONZE,,21.5000,-80.0000
Summer,1980,URS,9081,Boxing,BOX,Light Heavyweight,Light Heavyweight,,Herbert Bauch,GDR,,BRONZE,,0,0
Summer,1980,URS,7620,Boxing,BOX,Heavyweight,Heavyweight,,Teófilo Stevenson,CUB,,GOLD,,21.5000,-80.0000
Summer,1980,URS,9082,Boxing,BOX,Heavyweight,Heavyweight,,Pyotr Zayev,URS,,SILVER,,0,0
Summer,1980,URS,9083,Boxing,BOX,Heavyweight,Heavyweight,,István Lévai,HUN,,BRONZE,,47.0000,20.0000
Summer,1980,URS,9084,Boxing,BOX,Heavyweight,Heavyweight,,Jürgen Fanghänel,GDR,,BRONZE,,0,0
Summer,1980,URS,9085,Canoeing,CAN,K1 500m Kayak Singles (Men),K1 500m Kayak Singles (Men),,Vladimir Parfenovich,URS,1:43.43,GOLD,,0,0
Summer,1980,URS,9086,Canoeing,CAN,K1 500m Kayak Singles (Men),K1 500m Kayak Singles (Men),,John Sumegi,AUS,1:44.12,SILVER,,-27.0000,133.0000
Summer,1980,URS,8310,Canoeing,CAN,K1 500m Kayak Singles (Men),K1 500m Kayak Singles (Men),,Vasile Diba,ROM,1:44.90,BRONZE,,46.0000,25.0000
Summer,1980,URS,8312,Canoeing,CAN,K1 1000m Kayak Singles (Men),K1 1000m Kayak Singles (Men),,Rüdiger Helm,GDR,3:48.77,GOLD,,0,0
Summer,1980,URS,9087,Canoeing,CAN,K1 1000m Kayak Singles (Men),K1 1000m Kayak Singles (Men),,Alain Lebas,FRA,3:50.20,SILVER,,46.0000,2.0000
Summer,1980,URS,9088,Canoeing,CAN,K1 1000m Kayak Singles (Men),K1 1000m Kayak Singles (Men),,Ion Birladeanu,ROM,3:50.49,BRONZE,,46.0000,25.0000
Summer,1980,URS,8321,Canoeing,CAN,K2 500m Kayak Pairs (Men),K2 500m Kayak Pairs (Men),,Sergey Chukhray,URS,1:32.38,GOLD,,0,0
Summer,1980,URS,9085,Canoeing,CAN,K2 500m Kayak Pairs (Men),K2 500m Kayak Pairs (Men),,Vladimir Parfenovich,URS,1:32.38,GOLD,,0,0
Summer,1980,URS,9089,Canoeing,CAN,K2 500m Kayak Pairs (Men),K2 500m Kayak Pairs (Men),,Guillermo del Riego,ESP,1:33.65,SILVER,,40.0000,-4.0000
Summer,1980,URS,8325,Canoeing,CAN,K2 500m Kayak Pairs (Men),K2 500m Kayak Pairs (Men),,Herminio Menéndez,ESP,1:33.65,SILVER,,40.0000,-4.0000
Summer,1980,URS,8312,Canoeing,CAN,K2 500m Kayak Pairs (Men),K2 500m Kayak Pairs (Men),,Rüdiger Helm,GDR,1:34.00,BRONZE,,0,0
Summer,1980,URS,8314,Canoeing,CAN,K2 500m Kayak Pairs (Men),K2 500m Kayak Pairs (Men),,Bernd Olbricht,GDR,1:34.00,BRONZE,,0,0
Summer,1980,URS,9085,Canoeing,CAN,K2 1000m Kayak Pairs (Men),K2 1000m Kayak Pairs (Men),,Vladimir Parfenovich,URS,3:26.72,GOLD,,0,0
Summer,1980,URS,8321,Canoeing,CAN,K2 1000m Kayak Pairs (Men),K2 1000m Kayak Pairs (Men),,Sergey Chukhray,URS,3:26.72,GOLD,,0,0
Summer,1980,URS,9090,Canoeing,CAN,K2 1000m Kayak Pairs (Men),K2 1000m Kayak Pairs (Men),,István Joós,HUN,3:28.49,SILVER,,47.0000,20.0000
Summer,1980,URS,8320,Canoeing,CAN,K2 1000m Kayak Pairs (Men),K2 1000m Kayak Pairs (Men),,István Szabó,HUN,3:28.49,SILVER,,47.0000,20.0000
Summer,1980,URS,8325,Canoeing,CAN,K2 1000m Kayak Pairs (Men),K2 1000m Kayak Pairs (Men),,Herminio Menéndez,ESP,3:28.66,BRONZE,,40.0000,-4.0000
Summer,1980,URS,8326,Canoeing,CAN,K2 1000m Kayak Pairs (Men),K2 1000m Kayak Pairs (Men),,Luis Miguez,ESP,3:28.66,BRONZE,,40.0000,-4.0000
Summer,1980,URS,8312,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Rüdiger Helm,GDR,3:13.76,GOLD,,0,0
Summer,1980,URS,8328,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Bernd Duvigneau,GDR,3:13.76,GOLD,,0,0
Summer,1980,URS,8314,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Bernd Olbricht,GDR,3:13.76,GOLD,,0,0
Summer,1980,URS,9091,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Harald Marg,GDR,3:13.76,GOLD,,0,0
Summer,1980,URS,7634,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Mihai Zafiu,ROM,3:15.35,SILVER,,46.0000,25.0000
Summer,1980,URS,9092,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Nicusor Esanu,ROM,3:15.35,SILVER,,46.0000,25.0000
Summer,1980,URS,8310,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Vasile Diba,ROM,3:15.35,SILVER,,46.0000,25.0000
Summer,1980,URS,9093,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,lon Geanta,ROM,3:15.35,SILVER,,46.0000,25.0000
Summer,1980,URS,9094,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Borislav Borisov,BUL,3:15.46,BRONZE,,0,0
Summer,1980,URS,9095,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Lazar Khristov,BUL,3:15.46,BRONZE,,0,0
Summer,1980,URS,9096,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Bozhidar Milenkov,BUL,3:15.46,BRONZE,,0,0
Summer,1980,URS,9097,Canoeing,CAN,K4 1000m Kayak Fours (Men),K4 1000m Kayak Fours (Men),,Ivan Manev,BUL,3:15.46,BRONZE,,0,0
Summer,1980,URS,9098,Canoeing,CAN,C1 500m Canadian Singles (Men),C1 500m Canadian Singles (Men),,Sergey Postrekhin,URS,1:53.37,GOLD,,0,0
Summer,1980,URS,9099,Canoeing,CAN,C1 500m Canadian Singles (Men),C1 500m Canadian Singles (Men),,Lyubomir Lyubenov,BUL,1:53.49,SILVER,,0,0
Summer,1980,URS,9100,Canoeing,CAN,C1 500m Canadian Singles (Men),C1 500m Canadian Singles (Men),,Olaf Heukrodt,GDR,1:54.38,BRONZE,,0,0
Summer,1980,URS,9099,Canoeing,CAN,C1 1000m Canadian Singles (Men),C1 1000m Canadian Singles (Men),,Lyubomir Lyubenov,BUL,4:12.38,GOLD,,0,0
Summer,1980,URS,9098,Canoeing,CAN,C1 1000m Canadian Singles (Men),C1 1000m Canadian Singles (Men),,Sergey Postrekhin,URS,4:13.53,SILVER,,0,0
Summer,1980,URS,9101,Canoeing,CAN,C1 1000m Canadian Singles (Men),C1 1000m Canadian Singles (Men),,Eckhard Leue,GDR,4:15.02,BRONZE,,0,0
Summer,1980,URS,9102,Canoeing,CAN,C2 500m Canadian Pairs (Men),C2 500m Canadian Pairs (Men),,László Foltán,HUN,1:43.39,GOLD,,47.0000,20.0000
Summer,1980,URS,9103,Canoeing,CAN,C2 500m Canadian Pairs (Men),C2 500m Canadian Pairs (Men),,István Vaskuti,HUN,1:43.39,GOLD,,47.0000,20.0000
Summer,1980,URS,7083,Canoeing,CAN,C2 500m Canadian Pairs (Men),C2 500m Canadian Pairs (Men),,Ivan Patzaichin,ROM,1:44.12,SILVER,,46.0000,25.0000
Summer,1980,URS,9104,Canoeing,CAN,C2 500m Canadian Pairs (Men),C2 500m Canadian Pairs (Men),,Petre Capusta,ROM,1:44.12,SILVER,,46.0000,25.0000
Summer,1980,URS,9105,Canoeing,CAN,C2 500m Canadian Pairs (Men),C2 500m Canadian Pairs (Men),,Borislav Ananiev,BUL,1:44.83,BRONZE,,0,0
Summer,1980,URS,9106,Canoeing,CAN,C2 500m Canadian Pairs (Men),C2 500m Canadian Pairs (Men),,Nikolay Ilkov,BUL,1:44.83,BRONZE,,0,0
Summer,1980,URS,7083,Canoeing,CAN,C2 1000m Canadian Pairs (Men),C2 1000m Canadian Pairs (Men),,Ivan Patzaichin,ROM,3:47.65,GOLD,,46.0000,25.0000
Summer,1980,URS,9107,Canoeing,CAN,C2 1000m Canadian Pairs (Men),C2 1000m Canadian Pairs (Men),,Toma Simionov,ROM,3:47.65,GOLD,,46.0000,25.0000
Summer,1980,URS,9100,Canoeing,CAN,C2 1000m Canadian Pairs (Men),C2 1000m Canadian Pairs (Men),,Olaf Heukrodt,GDR,3:49.93,SILVER,,0,0
Summer,1980,URS,9108,Canoeing,CAN,C2 1000m Canadian Pairs (Men),C2 1000m Canadian Pairs (Men),,Uwe Madeja,GDR,3:49.93,SILVER,,0,0
Summer,1980,URS,7636,Canoeing,CAN,C2 1000m Canadian Pairs (Men),C2 1000m Canadian Pairs (Men),,Yury Lobanov,URS,3:51.28,BRONZE,,0,0
Summer,1980,URS,8334,Canoeing,CAN,C2 1000m Canadian Pairs (Men),C2 1000m Canadian Pairs (Men),,Vasily Yurchenko,URS,3:51.28,BRONZE,,0,0
Summer,1980,URS,9109,Canoeing,CAN,K1 500m Kayak Singles (Women),K1 500m Kayak Singles (Women),,Birgit Fischer,GDR,1:57.96,GOLD,Women,0,0
Summer,1980,URS,9110,Canoeing,CAN,K1 500m Kayak Singles (Women),K1 500m Kayak Singles (Women),,Vanja Gesheva-Tsvetkova,BUL,1:59.48,SILVER,Women,0,0
Summer,1980,URS,9111,Canoeing,CAN,K1 500m Kayak Singles (Women),K1 500m Kayak Singles (Women),,Antonina Melnikova,URS,1:59.66,BRONZE,Women,0,0
Summer,1980,URS,9112,Canoeing,CAN,K2 500m Kayak Pairs (Women),K2 500m Kayak Pairs (Women),,Carsta Genäuß,GDR,1:43.88,GOLD,Women,0,0
Summer,1980,URS,9113,Canoeing,CAN,K2 500m Kayak Pairs (Women),K2 500m Kayak Pairs (Women),,Martina Bischof,GDR,1:43.88,GOLD,Women,0,0
Summer,1980,URS,8347,Canoeing,CAN,K2 500m Kayak Pairs (Women),K2 500m Kayak Pairs (Women),,Galina Alekseyeva-Kreft,URS,1:46.91,SILVER,Women,0,0
Summer,1980,URS,8346,Canoeing,CAN,K2 500m Kayak Pairs (Women),K2 500m Kayak Pairs (Women),,Nina Trofimova-Gopova,URS,1:46.91,SILVER,Women,0,0
Summer,1980,URS,9114,Canoeing,CAN,K2 500m Kayak Pairs (Women),K2 500m Kayak Pairs (Women),,Éva Rakusz,HUN,1:47.95,BRONZE,Women,47.0000,20.0000
Summer,1980,URS,9115,Canoeing,CAN,K2 500m Kayak Pairs (Women),K2 500m Kayak Pairs (Women),,Mária Zakariás,HUN,1:47.95,BRONZE,Women,47.0000,20.0000
Summer,1980,URS,9116,Cycling,CYC,1000m Sprint (Scratch) Men,1000m Sprint (Scratch) Men,,Lutz Heßlich,GDR,2-1,GOLD,Man,0,0
Summer,1980,URS,9117,Cycling,CYC,1000m Sprint (Scratch) Men,1000m Sprint (Scratch) Men,,Yavé Cahard,FRA,,SILVER,Man,46.0000,2.0000
Summer,1980,URS,9118,Cycling,CYC,1000m Sprint (Scratch) Men,1000m Sprint (Scratch) Men,,Sergey Kopilov,URS,,BRONZE,Man,0,0
Summer,1980,URS,9119,Cycling,CYC,1000m Time Trial Men,1000m Time Trial Men,,Lothar Thoms,GDR,1:02.955,GOLD,Man,0,0
Summer,1980,URS,9120,Cycling,CYC,1000m Time Trial Men,1000m Time Trial Men,,Aleksandr Panfilov,URS,1:04.845,SILVER,Man,0,0
Summer,1980,URS,9121,Cycling,CYC,1000m Time Trial Men,1000m Time Trial Men,,David Weller,JAM,1:05.241,BRONZE,Man,18.2500,-77.5000
Summer,1980,URS,9122,Cycling,CYC,4000m Individual Pursuit Men,4000m Individual Pursuit Men,,Robert Dill-Bundi,SUI,4:35.66,GOLD,Man,0,0
Summer,1980,URS,9123,Cycling,CYC,4000m Individual Pursuit Men,4000m Individual Pursuit Men,,Alain Bondue,FRA,4:42.96,SILVER,Man,46.0000,2.0000
Summer,1980,URS,9124,Cycling,CYC,4000m Individual Pursuit Men,4000m Individual Pursuit Men,,Hans-Hendrik Ørsted,DEN,4:36.54,BRONZE,Man,0,0
Summer,1980,URS,8355,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Vladimir Osokin,URS,4:15.70,GOLD,Man,0,0
Summer,1980,URS,9125,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Valery Movchan,URS,4:15.70,GOLD,Man,0,0
Summer,1980,URS,8357,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Vitaly Petrakov,URS,4:15.70,GOLD,Man,0,0
Summer,1980,URS,9126,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Viktor Manakov,URS,4:15.70,GOLD,Man,0,0
Summer,1980,URS,9127,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Gerald Mortag,GDR,4:19.67,SILVER,Man,0,0
Summer,1980,URS,9128,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Matthias Wiegand,GDR,4:19.67,SILVER,Man,0,0
Summer,1980,URS,9129,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Volker Winkler,GDR,4:19.67,SILVER,Man,0,0
Summer,1980,URS,7673,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Uwe Unterwalder,GDR,4:19.67,SILVER,Man,0,0
Summer,1980,URS,9130,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Martin Penc,CZE,Overtook,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9131,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Igor Sláma,CZE,Overtook,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9132,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Jirí Pokorny,CZE,Overtook,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9133,Cycling,CYC,4000m Team Pursuit Men,4000m Team Pursuit Men,Team,Teodor Cerny,CZE,Overtook,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9134,Cycling,CYC,Individual Road Race Men,Individual Road Race Men,,Sergey Sukhoruchenkov,URS,4:48:28.9,GOLD,Man,0,0
Summer,1980,URS,9135,Cycling,CYC,Individual Road Race Men,Individual Road Race Men,,Czeslaw Lang,POL,4:51:26.9,SILVER,Man,52.0000,20.0000
Summer,1980,URS,9136,Cycling,CYC,Individual Road Race Men,Individual Road Race Men,,Yury Barinov,URS,4:51:26.9,BRONZE,Man,0,0
Summer,1980,URS,9137,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Yuri Kashirin,URS,2:01:21.7,GOLD,Man,0,0
Summer,1980,URS,9138,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Oleg Logvin,URS,2:01:21.7,GOLD,Man,0,0
Summer,1980,URS,9139,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Anatoly Yarkin,URS,2:01:21.7,GOLD,Man,0,0
Summer,1980,URS,9140,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Sergey Shelpakov,URS,2:01:21.7,GOLD,Man,0,0
Summer,1980,URS,9141,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Olaf Ludwig,GDR,2:02:53.2,SILVER,Man,0,0
Summer,1980,URS,9142,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Bernd Drogan,GDR,2:02:53.2,SILVER,Man,0,0
Summer,1980,URS,9143,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Hans-Joachim Hartnick,GDR,2:02:53.2,SILVER,Man,0,0
Summer,1980,URS,9144,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Falk Boden,GDR,2:02:53.2,SILVER,Man,0,0
Summer,1980,URS,9145,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Michal Klasa,CZE,2:02:53.9,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9146,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Vlastibor Konecny,CZE,2:02:53.9,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9147,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Alipi Kostadinov,CZE,2:02:53.9,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9148,Cycling,CYC,Team Road Race Men,Team Road Race Men,Team,Jirí Skoda,CZE,2:02:53.9,BRONZE,Man,49.7500,15.5000
Summer,1980,URS,9149,Diving,DIV,Springboard Diving Men,Springboard Diving Men,,Aleksandr Portnov,URS,905.025,GOLD,Man,0,0
Summer,1980,URS,9150,Diving,DIV,Springboard Diving Men,Springboard Diving Men,,Carlos Giron,MEX,892.140,SILVER,Man,23.0000,-102.0000
Summer,1980,URS,7695,Diving,DIV,Springboard Diving Men,Springboard Diving Men,,Franco Cagnotto,ITA,871.500,BRONZE,Man,42.8333,12.8333
Summer,1980,URS,9151,Diving,DIV,Platform Diving Men,Platform Diving Men,,Falk Hoffmann,GDR,835.650,GOLD,Man,0,0
Summer,1980,URS,8376,Diving,DIV,Platform Diving Men,Platform Diving Men,,Vladimir Aleynik,URS,819.705,SILVER,Man,0,0
Summer,1980,URS,9152,Diving,DIV,Platform Diving Men,Platform Diving Men,,David Ambartsumyan,URS,817.440,BRONZE,Man,0,0
Summer,1980,URS,9153,Diving,DIV,Springboard Diving Women,Springboard Diving Women,,Irina Kalinina,URS,725.910,GOLD,Women,0,0
Summer,1980,URS,9154,Diving,DIV,Springboard Diving Women,Springboard Diving Women,,Martina Proeber,GDR,698.895,SILVER,Women,0,0
Summer,1980,URS,9155,Diving,DIV,Springboard Diving Women,Springboard Diving Women,,Karin Guthke,GDR,685.245,BRONZE,Women,0,0
Summer,1980,URS,9156,Diving,DIV,Platform Diving Women,Platform Diving Women,,Martina Jäschke,GDR,596.250,GOLD,Women,0,0
Summer,1980,URS,9157,Diving,DIV,Platform Diving Women,Platform Diving Women,,Sirvard Emirzyan,URS,576.465,SILVER,Women,0,0
Summer,1980,URS,9158,Diving,DIV,Platform Diving Women,Platform Diving Women,,Liana Tsotadze,URS,575.925,BRONZE,Women,0,0
Summer,1980,URS,9159,Equestrian,EQU,"Three-Day Event, Individual",Three-Day Event,Individual,Euro Federico Roman,ITA,-108.6,GOLD,,42.8333,12.8333
Summer,1980,URS,9160,Equestrian,EQU,"Three-Day Event, Individual",Three-Day Event,Individual,Aleksandr Blinov,URS,-120.8,SILVER,,0,0
Summer,1980,URS,9161,Equestrian,EQU,"Three-Day Event, Individual",Three-Day Event,Individual,Yury Salnikov,URS,-151.6,BRONZE,,0,0
Summer,1980,URS,9161,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Yury Salnikov,URS,-457.00,GOLD,,0,0
Summer,1980,URS,9160,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Aleksandr Blinov,URS,-457.00,GOLD,,0,0
Summer,1980,URS,9162,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Sergey Rogozhin,URS,-457.00,GOLD,,0,0
Summer,1980,URS,9163,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Valery Volkov,URS,-457.00,GOLD,,0,0
Summer,1980,URS,9164,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Anna Casagrande,ITA,-656.20,SILVER,,42.8333,12.8333
Summer,1980,URS,9165,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Marina Sciocchetti,ITA,-656.20,SILVER,,42.8333,12.8333
Summer,1980,URS,9159,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Euro Federico Roman,ITA,-656.20,SILVER,,42.8333,12.8333
Summer,1980,URS,9166,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Mauro Roman,ITA,-656.20,SILVER,,42.8333,12.8333
Summer,1980,URS,9167,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Manuel Mendivil,MEX,-1172.85,BRONZE,,23.0000,-102.0000
Summer,1980,URS,9168,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,José Pérez,MEX,-1172.85,BRONZE,,23.0000,-102.0000
Summer,1980,URS,9169,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,David Bárcenas,MEX,-1172.85,BRONZE,,23.0000,-102.0000
Summer,1980,URS,9170,Equestrian,EQU,"Three-Day Event, Team",Three-Day Event,Team,Fabián Vázquez,MEX,-1172.85,BRONZE,,23.0000,-102.0000
Summer,1980,URS,9171,Equestrian,EQU,"Jumping, Individual",Jumping,Individual,Jan Kowalczyk,POL,8,GOLD,,52.0000,20.0000
Summer,1980,URS,9172,Equestrian,EQU,"Jumping, Individual",Jumping,Individual,Nikolay Korolkov,URS,9.5,SILVER,,0,0
Summer,1980,URS,9173,Equestrian,EQU,"Jumping, Individual",Jumping,Individual,Joaquin Pérez,MEX,12,BRONZE,,23.0000,-102.0000
Summer,1980,URS,9174,Equestrian,EQU,"Jumping, Team",Jumping,Team,Viktor Poganovsky,URS,20.25,GOLD,,0,0
Summer,1980,URS,9172,Equestrian,EQU,"Jumping, Team",Jumping,Team,Nikolay Korolkov,URS,20.25,GOLD,,0,0
Summer,1980,URS,9175,Equestrian,EQU,"Jumping, Team",Jumping,Team,Viktor Asmayev,URS,20.25,GOLD,,0,0
Summer,1980,URS,9176,Equestrian,EQU,"Jumping, Team",Jumping,Team,Vyacheslav Chukanov,URS,20.25,GOLD,,0,0
Summer,1980,URS,9177,Equestrian,EQU,"Jumping, Team",Jumping,Team,Janusz Bobik,POL,56,SILVER,,52.0000,20.0000
