Edition;Sport;NOC;numberBronze;numberSilver;numberGold
2004;Sailing;ISR;;;1
2004;Sailing;ITA;1;;
2004;Sailing;JPN;2;;
2004;Sailing;NOR;;;1
2004;Sailing;POL;1;;
2004;Sailing;SLO;1;;
2004;Sailing;SWE;2;;
2004;Sailing;UKR;;5;
2004;Sailing;USA;;2;2
2004;Shooting;AUS;1;;1
2004;Shooting;AUT;1;;
2004;Shooting;AZE;2;;
2004;Shooting;BLR;1;;
2004;Shooting;BUL;1;;1
2004;Shooting;CHN;3;2;4
2004;Shooting;CUB;1;;
2004;Shooting;CZE;1;1;
2004;Shooting;ESP;;1;
2004;Shooting;FIN;;1;
2004;Shooting;GER;;1;2
2004;Shooting;HUN;;;1
2004;Shooting;IND;;1;
2004;Shooting;ITA;;2;1
2004;Shooting;KOR;1;2;
2004;Shooting;PRK;1;;
2004;Shooting;RUS;3;4;3
2004;Shooting;SCG;;1;
2004;Shooting;SVK;1;;
2004;Shooting;UAE;;;1
2004;Shooting;UKR;;;1
2004;Shooting;USA;;1;2
2004;Softball;AUS;;15;
2004;Softball;JPN;15;;
2004;Softball;USA;;;15
2004;Table Tennis;CHN;3;1;5
2004;Table Tennis;DEN;2;;
2004;Table Tennis;HKG;;2;
2004;Table Tennis;KOR;1;2;1
2004;Table Tennis;PRK;;1;
2004;Taekwondo;CHN;;;2
2004;Taekwondo;CUB;;1;
2004;Taekwondo;EGY;1;;
2004;Taekwondo;FRA;1;1;
2004;Taekwondo;GRE;;2;
2004;Taekwondo;IRI;1;;1
2004;Taekwondo;KOR;2;;2
2004;Taekwondo;MEX;1;1;
2004;Taekwondo;THA;1;;
2004;Taekwondo;TPE;;1;2
2004;Taekwondo;TUR;;1;
2004;Taekwondo;USA;;1;1
2004;Taekwondo;VEN;1;;
2004;Tennis;ARG;2;;
2004;Tennis;AUS;1;;
2004;Tennis;BEL;;;1
2004;Tennis;CHI;1;;3
2004;Tennis;CHN;;;2
2004;Tennis;CRO;2;;
2004;Tennis;FRA;;1;
2004;Tennis;GER;;2;
2004;Tennis;USA;;1;
2004;Triathlon;AUS;;1;
2004;Triathlon;AUT;;;1
2004;Triathlon;NZL;;1;1
2004;Triathlon;SUI;1;;
2004;Triathlon;USA;1;;
2004;Volleyball;BRA;;2;14
2004;Volleyball;CHN;;;12
2004;Volleyball;CUB;12;;
2004;Volleyball;ESP;;2;
2004;Volleyball;ITA;;11;
2004;Volleyball;RUS;12;12;
2004;Volleyball;SUI;2;;
2004;Volleyball;USA;2;;2
2004;Weightlifting;BLR;1;2;
2004;Weightlifting;BUL;1;;1
2004;Weightlifting;CHN;;3;5
2004;Weightlifting;COL;1;;
2004;Weightlifting;CRO;1;;
2004;Weightlifting;GEO;;;1
2004;Weightlifting;GRE;1;;
2004;Weightlifting;HUN;;1;
2004;Weightlifting;INA;;1;
2004;Weightlifting;IRI;;;1
2004;Weightlifting;KAZ;;1;
2004;Weightlifting;KOR;;2;
2004;Weightlifting;LAT;;1;
2004;Weightlifting;POL;1;;
2004;Weightlifting;PRK;;1;
2004;Weightlifting;RUS;5;2;1
2004;Weightlifting;THA;2;;2
2004;Weightlifting;TUR;1;;3
2004;Weightlifting;UKR;;1;1
2004;Weightlifting;VEN;1;;
2004;Wrestling;AZE;;;1
2004;Wrestling;BLR;1;;
2004;Wrestling;BUL;1;;
2004;Wrestling;CAN;;1;
2004;Wrestling;CHN;;;1
2004;Wrestling;CUB;1;1;1
2004;Wrestling;EGY;;;1
2004;Wrestling;FIN;;1;
2004;Wrestling;FRA;2;;
2004;Wrestling;GEO;;1;
2004;Wrestling;GRE;1;;
2004;Wrestling;HUN;;;1
2004;Wrestling;IRI;1;2;
2004;Wrestling;JPN;3;1;2
2004;Wrestling;KAZ;1;2;
2004;Wrestling;KOR;;1;1
2004;Wrestling;RUS;3;2;5
2004;Wrestling;SWE;;1;
2004;Wrestling;TUR;2;1;
2004;Wrestling;UKR;;;2
2004;Wrestling;USA;2;3;1
2004;Wrestling;UZB;;1;2
2008;Aquatics;AUS;35;15;20
2008;Aquatics;AUT;1;;
2008;Aquatics;BRA;1;;1
2008;Aquatics;CAN;1;2;
2008;Aquatics;CHN;18;8;12
2008;Aquatics;DEN;1;;
2008;Aquatics;ESP;;11;
2008;Aquatics;FRA;3;7;1
2008;Aquatics;GBR;2;2;2
2008;Aquatics;GER;3;2;2
2008;Aquatics;HUN;;3;13
2008;Aquatics;ITA;;1;1
2008;Aquatics;JPN;8;;2
2008;Aquatics;KOR;;1;1
2008;Aquatics;MEX;2;;
2008;Aquatics;NED;;;20
2008;Aquatics;NOR;1;1;
2008;Aquatics;RUS;5;10;12
2008;Aquatics;SLO;;1;
2008;Aquatics;SRB;13;1;
2008;Aquatics;TUN;;;1
2008;Aquatics;UKR;2;;
2008;Aquatics;USA;16;47;31
2008;Aquatics;ZIM;;3;1
2008;Archery;CHN;3;3;1
2008;Archery;FRA;3;;
2008;Archery;ITA;;3;
2008;Archery;KOR;1;2;6
2008;Archery;RUS;1;;
2008;Archery;UKR;;;1
2008;Athletics;AUS;1;2;1
2008;Athletics;BAH;1;4;
2008;Athletics;BEL;;4;1
2008;Athletics;BLR;3;3;1
2008;Athletics;BRA;;;1
2008;Athletics;CAN;1;;
2008;Athletics;CHN;2;;
2008;Athletics;CMR;;;1
2008;Athletics;CRO;;1;
2008;Athletics;CUB;2;2;1
2008;Athletics;CZE;;;1
2008;Athletics;ECU;;1;
2008;Athletics;EST;;;1
2008;Athletics;ETH;2;1;4
2008;Athletics;FIN;1;;
2008;Athletics;FRA;1;1;
2008;Athletics;GBR;1;2;1
2008;Athletics;GER;1;;
2008;Athletics;GRE;1;;
2008;Athletics;ITA;1;;1
2008;Athletics;JAM;5;3;9
2008;Athletics;JPN;4;;
2008;Athletics;KEN;4;4;6
2008;Athletics;LAT;;1;
2008;Athletics;LTU;1;;
2008;Athletics;MAR;1;1;
2008;Athletics;NGR;5;;
2008;Athletics;NOR;;1;1
2008;Athletics;NZL;;1;1
2008;Athletics;PAN;;;1
2008;Athletics;POL;;1;1
2008;Athletics;POR;;;1
2008;Athletics;ROU;;;1
2008;Athletics;RSA;;1;
2008;Athletics;RUS;10;8;9
2008;Athletics;SLO;;;1
2008;Athletics;SUD;;1;
2008;Athletics;TRI;;5;
2008;Athletics;TUR;;2;
2008;Athletics;UKR;3;1;1
2008;Athletics;USA;7;9;13
2008;Badminton;CHN;5;3;4
2008;Badminton;INA;1;2;2
2008;Badminton;KOR;2;2;2
2008;Badminton;MAS;;1;
2008;Baseball;CUB;;24;
2008;Baseball;KOR;;;24
2008;Baseball;USA;24;;
2008;Basketball;ARG;12;;
2008;Basketball;AUS;;12;
2008;Basketball;ESP;;12;
2008;Basketball;RUS;12;;
2008;Basketball;USA;;;24
2008;Boxing;ARM;1;;
2008;Boxing;AZE;1;;
2008;Boxing;CHN;1;1;2
2008;Boxing;CUB;4;4;
2008;Boxing;DOM;;;1
2008;Boxing;FRA;1;2;
2008;Boxing;GBR;2;;1
2008;Boxing;IND;1;;
2008;Boxing;IRL;2;1;
2008;Boxing;ITA;1;1;1
2008;Boxing;KAZ;1;;1
2008;Boxing;KOR;1;;
2008;Boxing;MDA;1;;
2008;Boxing;MGL;;1;1
2008;Boxing;MRI;1;;
2008;Boxing;RUS;1;;2
2008;Boxing;THA;;1;1
2008;Boxing;TUR;1;;
2008;Boxing;UKR;1;;1
2008;Boxing;USA;1;;
2008;Canoe / Kayak;AUS;6;1;1
2008;Canoe / Kayak;AUT;1;;
2008;Canoe / Kayak;BLR;2;;6
2008;Canoe / Kayak;CAN;1;1;
2008;Canoe / Kayak;CHN;;;2
2008;Canoe / Kayak;CZE;;2;
2008;Canoe / Kayak;DEN;;2;
2008;Canoe / Kayak;ESP;;2;2
2008;Canoe / Kayak;FRA;2;1;
2008;Canoe / Kayak;GBR;1;1;1
2008;Canoe / Kayak;GER;7;4;7
2008;Canoe / Kayak;HUN;2;4;3
2008;Canoe / Kayak;ITA;2;1;
2008;Canoe / Kayak;NOR;;1;
2008;Canoe / Kayak;POL;;2;
2008;Canoe / Kayak;RUS;2;2;1
2008;Canoe / Kayak;SVK;;4;4
2008;Canoe / Kayak;TOG;1;;
2008;Canoe / Kayak;UKR;1;;1
2008;Cycling;ARG;;;2
2008;Cycling;AUS;;1;
2008;Cycling;CHN;1;;
2008;Cycling;CUB;;1;
2008;Cycling;DEN;;4;
2008;Cycling;ESP;1;2;2
2008;Cycling;FRA;1;5;2
2008;Cycling;GBR;2;4;13
2008;Cycling;GER;3;1;1
2008;Cycling;ITA;1;;
2008;Cycling;JPN;1;;
2008;Cycling;LAT;;;1
2008;Cycling;NED;;;1
2008;Cycling;NZL;4;1;
2008;Cycling;POL;;1;
2008;Cycling;RUS;3;;
2008;Cycling;SUI;3;;1
2008;Cycling;SWE;;2;
2008;Cycling;UKR;1;;
2008;Cycling;USA;3;1;1
2008;Equestrian;AUS;;5;
2008;Equestrian;CAN;;4;1
2008;Equestrian;DEN;3;;
2008;Equestrian;GBR;6;;
2008;Equestrian;GER;1;1;9
2008;Equestrian;NED;;3;1
2008;Equestrian;SUI;4;;
2008;Equestrian;SWE;;1;
2008;Equestrian;USA;1;1;4
2008;Fencing;CHN;;4;1
2008;Fencing;ESP;1;;
2008;Fencing;FRA;;2;6
2008;Fencing;GER;;;2
2008;Fencing;HUN;1;;
2008;Fencing;ITA;14;;2
2008;Fencing;JPN;;1;
2008;Fencing;KOR;;1;
2008;Fencing;POL;;4;
2008;Fencing;ROU;1;1;
2008;Fencing;RUS;;;4
2008;Fencing;UKR;;;4
2008;Fencing;USA;4;8;1
2008;Football;ARG;;;18
2008;Football;BRA;18;18;
2008;Football;GER;18;;
2008;Football;NGR;;18;
2008;Football;USA;;;18
2008;Gymnastics;BLR;6;1;
2008;Gymnastics;CAN;;2;
2008;Gymnastics;CHN;5;7;21
2008;Gymnastics;CRO;;1;
2008;Gymnastics;ESP;;1;
2008;Gymnastics;FRA;1;1;
2008;Gymnastics;GBR;1;;
2008;Gymnastics;GER;1;1;
2008;Gymnastics;JPN;;7;
2008;Gymnastics;KOR;;1;
2008;Gymnastics;POL;;;1
2008;Gymnastics;PRK;;;1
2008;Gymnastics;ROU;6;;1
2008;Gymnastics;RUS;2;;7
2008;Gymnastics;UKR;2;;
2008;Gymnastics;USA;7;11;2
2008;Gymnastics;UZB;2;;
2008;Handball;ESP;14;;
2008;Handball;FRA;;;15
2008;Handball;ISL;;14;
2008;Handball;KOR;14;;
2008;Handball;NOR;;;14
2008;Handball;RUS;;14;
2008;Hockey;ARG;16;;
2008;Hockey;AUS;17;;
2008;Hockey;CHN;;16;
2008;Hockey;ESP;;16;
2008;Hockey;GER;;;17
2008;Hockey;NED;;;16
2008;Judo;ALG;1;1;
2008;Judo;ARG;1;;
2008;Judo;AUT;;1;
2008;Judo;AZE;1;;1
2008;Judo;BRA;3;;
2008;Judo;CHN;1;;3
2008;Judo;CUB;3;3;
2008;Judo;EGY;1;;
2008;Judo;FRA;2;2;
2008;Judo;GEO;;;1
2008;Judo;GER;;;1
2008;Judo;ITA;;;1
2008;Judo;JPN;2;1;4
2008;Judo;KAZ;;1;
2008;Judo;KOR;1;2;1
2008;Judo;MGL;;;1
2008;Judo;NED;4;1;
2008;Judo;PRK;2;1;
2008;Judo;ROU;;;1
2008;Judo;SLO;1;;
2008;Judo;SUI;1;;
2008;Judo;TJK;1;;
2008;Judo;UKR;1;;
2008;Judo;USA;1;;
2008;Judo;UZB;1;1;
2008;Modern Pentathlon;GBR;;1;
2008;Modern Pentathlon;GER;;;1
2008;Modern Pentathlon;LTU;1;1;
2008;Modern Pentathlon;RUS;;;1
2008;Modern Pentathlon;UKR;1;;
2008;Rowing;AUS;;4;4
2008;Rowing;BLR;3;;
2008;Rowing;BUL;;;1
2008;Rowing;CAN;6;2;9
2008;Rowing;CHN;;2;4
2008;Rowing;CZE;;1;
2008;Rowing;DEN;2;;4
2008;Rowing;EST;;2;
2008;Rowing;FIN;;2;
2008;Rowing;FRA;8;;
2008;Rowing;GBR;4;13;6
2008;Rowing;GER;4;2;
2008;Rowing;GRE;;2;
2008;Rowing;ITA;;4;
2008;Rowing;NED;;9;2
2008;Rowing;NOR;;;1
2008;Rowing;NZL;3;;2
2008;Rowing;POL;;4;4
2008;Rowing;ROU;9;;2
2008;Rowing;USA;9;1;9
2008;Sailing;ARG;2;;
2008;Sailing;AUS;;2;4
2008;Sailing;BRA;2;2;
2008;Sailing;CHN;1;;1
2008;Sailing;DEN;;;2
2008;Sailing;ESP;;2;2
2008;Sailing;FRA;3;1;
2008;Sailing;GBR;1;2;7
2008;Sailing;GER;2;;
2008;Sailing;GRE;3;;
2008;Sailing;ISR;1;;
2008;Sailing;ITA;1;1;
2008;Sailing;LTU;;1;
2008;Sailing;NED;;5;
2008;Sailing;NZL;;;1
2008;Sailing;SLO;;1;
2008;Sailing;SWE;2;;
2008;Sailing;USA;;1;1
2008;Shooting;AUS;1;;
2008;Shooting;CHN;1;2;5
2008;Shooting;CRO;1;;
2008;Shooting;CUB;1;;
2008;Shooting;CZE;;1;2
2008;Shooting;FIN;1;;1
2008;Shooting;FRA;1;;
2008;Shooting;GEO;1;;
2008;Shooting;GER;3;1;
2008;Shooting;IND;;;1
2008;Shooting;ITA;;2;1
2008;Shooting;KOR;;1;1
2008;Shooting;MGL;;1;
2008;Shooting;NOR;;1;
2008;Shooting;RUS;2;2;
2008;Shooting;SLO;1;;
2008;Shooting;SVK;;1;
2008;Shooting;UKR;;1;2
2008;Shooting;USA;2;2;2
2008;Softball;AUS;15;;
2008;Softball;JPN;;;15
2008;Softball;USA;;15;
2008;Table Tennis;CHN;2;2;8
2008;Table Tennis;GER;;3;
2008;Table Tennis;KOR;6;;
2008;Table Tennis;SIN;;3;
2008;Taekwondo;AFG;1;;
2008;Taekwondo;BRA;1;;
2008;Taekwondo;CAN;;1;
2008;Taekwondo;CHN;1;;1
2008;Taekwondo;CRO;2;;
2008;Taekwondo;CUB;1;;
2008;Taekwondo;DOM;;1;
2008;Taekwondo;FRA;1;;
2008;Taekwondo;GBR;1;;
2008;Taekwondo;GRE;;1;
2008;Taekwondo;IRI;;;1
2008;Taekwondo;ITA;;1;
2008;Taekwondo;KAZ;1;;
2008;Taekwondo;KOR;;;4
2008;Taekwondo;MEX;;;2
2008;Taekwondo;NGR;1;;
2008;Taekwondo;NOR;;1;
2008;Taekwondo;THA;;1;
2008;Taekwondo;TPE;2;;
2008;Taekwondo;TUR;1;1;
2008;Taekwondo;USA;2;1;
2008;Taekwondo;VEN;1;;
2008;Tennis;CHI;;1;
2008;Tennis;CHN;2;;
2008;Tennis;ESP;;2;1
2008;Tennis;RUS;1;1;1
2008;Tennis;SRB;1;;
2008;Tennis;SUI;;;2
2008;Tennis;SWE;;2;
2008;Tennis;USA;2;;2
2008;Triathlon;AUS;1;;1
2008;Triathlon;CAN;;1;
2008;Triathlon;GER;;;1
2008;Triathlon;NZL;1;;
2008;Triathlon;POR;;1;
2008;Volleyball;BRA;2;14;12
2008;Volleyball;CHN;14;2;
2008;Volleyball;RUS;12;;
2008;Volleyball;USA;;12;16
2008;Weightlifting;ARM;3;;
2008;Weightlifting;BLR;1;1;1
2008;Weightlifting;CHN;;1;8
2008;Weightlifting;COL;;1;
2008;Weightlifting;FRA;;1;
2008;Weightlifting;GER;;;1
2008;Weightlifting;INA;2;;
2008;Weightlifting;KAZ;1;2;1
2008;Weightlifting;KOR;;1;2
2008;Weightlifting;LAT;1;;
2008;Weightlifting;POL;;1;
2008;Weightlifting;PRK;1;;1
2008;Weightlifting;RUS;3;4;
2008;Weightlifting;THA;;;1
2008;Weightlifting;TPE;2;;
2008;Weightlifting;TUR;;1;
2008;Weightlifting;UKR;1;1;
2008;Weightlifting;VIE;;1;
2008;Wrestling;ARM;2;;
2008;Wrestling;AZE;2;2;
2008;Wrestling;BLR;2;;
2008;Wrestling;BUL;3;1;
2008;Wrestling;CAN;1;;1
2008;Wrestling;CHN;;2;1
2008;Wrestling;COL;1;;
2008;Wrestling;CUB;;;1
2008;Wrestling;FRA;1;;1
2008;Wrestling;GEO;2;;2
2008;Wrestling;GER;;1;
2008;Wrestling;HUN;;1;
2008;Wrestling;IND;1;;
2008;Wrestling;IRI;1;;
2008;Wrestling;ITA;;;1
2008;Wrestling;JPN;2;2;2
2008;Wrestling;KAZ;4;1;
2008;Wrestling;KGZ;1;1;
2008;Wrestling;KOR;1;;
2008;Wrestling;LTU;1;;
2008;Wrestling;POL;1;;
2008;Wrestling;RUS;2;3;6
2008;Wrestling;SVK;1;;
2008;Wrestling;TJK;;1;
2008;Wrestling;TUR;1;;1
2008;Wrestling;UKR;3;2;
2008;Wrestling;USA;2;;1
2008;Wrestling;UZB;;1;1
