Edition,NOC,Medal,Vitorias por medalha
2004,NZL,Gold,4
2004,NZL,Silver,2
2004,PAR,Silver,17
2004,POL,Bronze,6
2004,POL,Gold,4
2004,POL,Silver,2
2004,POR,Bronze,1
2004,POR,Silver,2
2004,PRK,Bronze,1
2004,PRK,Silver,4
2004,ROU,Bronze,11
2004,ROU,Gold,23
2004,ROU,Silver,5
2004,RSA,Bronze,3
2004,RSA,Gold,4
2004,RSA,Silver,3
2004,RUS,Bronze,96
2004,RUS,Gold,47
2004,RUS,Silver,49
2004,SCG,Silver,14
2004,SLO,Bronze,3
2004,SLO,Silver,2
2004,SUI,Bronze,4
2004,SUI,Gold,1
2004,SUI,Silver,2
2004,SVK,Bronze,5
2004,SVK,Gold,3
2004,SVK,Silver,2
2004,SWE,Bronze,2
2004,SWE,Gold,5
2004,SWE,Silver,5
2004,SYR,Bronze,1
2004,THA,Bronze,4
2004,THA,Gold,3
2004,THA,Silver,1
2004,TPE,Bronze,3
2004,TPE,Gold,2
2004,TPE,Silver,4
2004,TRI,Bronze,1
2004,TUR,Bronze,4
2004,TUR,Gold,3
2004,TUR,Silver,3
2004,UAE,Gold,1
2004,UKR,Bronze,31
2004,UKR,Gold,9
2004,UKR,Silver,8
2004,USA,Bronze,73
2004,USA,Gold,116
2004,USA,Silver,75
2004,UZB,Bronze,2
2004,UZB,Gold,2
2004,UZB,Silver,1
2004,VEN,Bronze,2
2004,ZIM,Bronze,1
2004,ZIM,Gold,1
2004,ZIM,Silver,1
2008,AFG,Bronze,1
2008,ALG,Bronze,1
2008,ALG,Silver,1
2008,ARG,Bronze,31
2008,ARG,Gold,20
2008,ARM,Bronze,6
2008,AUS,Bronze,76
2008,AUS,Gold,31
2008,AUS,Silver,42
2008,AUT,Bronze,2
2008,AUT,Silver,1
2008,AZE,Bronze,4
2008,AZE,Gold,1
2008,AZE,Silver,2
2008,BAH,Bronze,1
2008,BAH,Silver,4
2008,BEL,Gold,1
2008,BEL,Silver,4
2008,BLR,Bronze,17
2008,BLR,Gold,8
2008,BLR,Silver,5
2008,BRA,Bronze,27
2008,BRA,Gold,14
2008,BRA,Silver,34
2008,BUL,Bronze,3
2008,BUL,Gold,1
2008,BUL,Silver,1
2008,CAN,Bronze,10
2008,CAN,Gold,11
2008,CAN,Silver,13
2008,CHI,Silver,1
2008,CHN,Bronze,57
2008,CHN,Gold,74
2008,CHN,Silver,53
2008,CMR,Gold,1
2008,COL,Bronze,1
2008,COL,Silver,1
2008,CRO,Bronze,3
2008,CRO,Silver,2
2008,CUB,Bronze,11
2008,CUB,Gold,2
2008,CUB,Silver,34
2008,CZE,Gold,3
2008,CZE,Silver,4
2008,DEN,Bronze,6
2008,DEN,Gold,6
2008,DEN,Silver,6
2008,DOM,Gold,1
2008,DOM,Silver,1
2008,ECU,Silver,1
2008,EGY,Bronze,1
2008,ESP,Bronze,16
2008,ESP,Gold,7
2008,ESP,Silver,48
2008,EST,Gold,1
2008,EST,Silver,2
2008,ETH,Bronze,2
2008,ETH,Gold,4
2008,ETH,Silver,1
2008,FIN,Bronze,2
2008,FIN,Gold,1
2008,FIN,Silver,2
2008,FRA,Bronze,28
2008,FRA,Gold,25
2008,FRA,Silver,23
2008,GBR,Bronze,21
2008,GBR,Gold,31
2008,GBR,Silver,25
2008,GEO,Bronze,3
2008,GEO,Gold,3
2008,GER,Bronze,43
2008,GER,Gold,42
2008,GER,Silver,16
2008,GRE,Bronze,4
2008,GRE,Silver,3
2008,HUN,Bronze,3
2008,HUN,Gold,16
2008,HUN,Silver,8
2008,INA,Bronze,3
2008,INA,Gold,2
2008,INA,Silver,2
2008,IND,Bronze,2
2008,IND,Gold,1
2008,IRI,Bronze,1
2008,IRI,Gold,1
2008,IRL,Bronze,2
2008,IRL,Silver,1
2008,ISL,Silver,14
2008,ISR,Bronze,1
2008,ITA,Bronze,20
2008,ITA,Gold,8
2008,ITA,Silver,14
2008,JAM,Bronze,5
2008,JAM,Gold,9
2008,JAM,Silver,3
2008,JPN,Bronze,17
2008,JPN,Gold,23
2008,JPN,Silver,11
2008,KAZ,Bronze,7
2008,KAZ,Gold,2
2008,KAZ,Silver,4
2008,KEN,Bronze,4
2008,KEN,Gold,6
2008,KEN,Silver,4
2008,KGZ,Bronze,1
2008,KGZ,Silver,1
2008,KOR,Bronze,26
2008,KOR,Gold,41
2008,KOR,Silver,11
2008,LAT,Bronze,1
2008,LAT,Gold,1
2008,LAT,Silver,1
2008,LTU,Bronze,3
2008,LTU,Silver,2
2008,MAR,Bronze,1
2008,MAR,Silver,1
2008,MAS,Silver,1
2008,MDA,Bronze,1
2008,MEX,Bronze,2
2008,MEX,Gold,2
2008,MGL,Gold,2
2008,MGL,Silver,2
2008,MRI,Bronze,1
2008,NED,Bronze,4
2008,NED,Gold,40
2008,NED,Silver,18
2008,NGR,Bronze,6
2008,NGR,Silver,18
2008,NOR,Bronze,1
2008,NOR,Gold,16
2008,NOR,Silver,5
2008,NZL,Bronze,8
2008,NZL,Gold,4
2008,NZL,Silver,2
2008,PAN,Gold,1
2008,POL,Bronze,1
2008,POL,Gold,6
2008,POL,Silver,13
2008,POR,Gold,1
2008,POR,Silver,1
2008,PRK,Bronze,3
2008,PRK,Gold,2
2008,PRK,Silver,1
2008,ROU,Bronze,16
2008,ROU,Gold,5
2008,ROU,Silver,1
2008,RSA,Silver,1
2008,RUS,Bronze,56
2008,RUS,Gold,43
2008,RUS,Silver,44
2008,SIN,Silver,3
2008,SLO,Bronze,2
2008,SLO,Gold,1
2008,SLO,Silver,2
2008,SRB,Bronze,14
2008,SRB,Silver,1
2008,SUD,Silver,1
2008,SUI,Bronze,8
2008,SUI,Gold,3
2008,SVK,Bronze,1
2008,SVK,Gold,4
2008,SVK,Silver,5
2008,SWE,Bronze,2
2008,SWE,Silver,5
2008,THA,Gold,2
2008,THA,Silver,2
2008,TJK,Bronze,1
2008,TJK,Silver,1
2008,TOG,Bronze,1
2008,TPE,Bronze,4
2008,TRI,Silver,5
2008,TUN,Gold,1
2008,TUR,Bronze,3
2008,TUR,Gold,1
2008,TUR,Silver,4
2008,UKR,Bronze,16
2008,UKR,Gold,10
2008,UKR,Silver,5
2008,USA,Bronze,81
2008,USA,Gold,125
2008,USA,Silver,109
2008,UZB,Bronze,3
2008,UZB,Gold,1
2008,UZB,Silver,2
2008,VEN,Bronze,1
2008,VIE,Silver,1
2008,ZIM,Gold,1
2008,ZIM,Silver,3
